번호,H S K,한 글 품 명,영 문 품 명,칠레,싱가 포르,EFTA,아세안,인도,EU (25.7.1~ 26.6.30),EU (26.7.1~ 27.6.30),페루,미국,콜롬 비아,튀르 키예,캐나다,호주,베트남,중국,뉴질 랜드,중미- 코스타리카,중미- 엘살바도르,중미- 온두 라스,중미-니카 라과,중미-파나마,영국 (25.7.1~ 26.6.30),영국 (26.7.1~ 27.6.30),인도네시아,이스 라엘,캄보 디아,RCEP- 뉴질 랜드,RCEP- 아세안,RCEP- 일본,RCEP- 중국,RCEP- 호주,필리핀,UAE
98,0206.41.0000,돼지 식용설육(간/냉동),"Edible offal of swine, frozen (Livers)",0,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,0,14.4,18,6,미양허,미양허,미양허,9,미양허,0,0,미양허,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,18
99,0206.49.1000,돼지 식용설육(족/냉동),"Edible offal of swine, frozen (Other/feet)",0,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,0,14.4,18,6,미양허,미양허,미양허,9,미양허,0,0,미양허,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,16.2
100,0206.49.9000,돼지 식용설육(기타/냉동),"Edible offal of swine, frozen (Other/other)",0,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,0,14.4,18,6,미양허,미양허,미양허,9,미양허,0,0,미양허,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,16.2
101,0206.80.0000,식용설육(기타/신선/냉장),Edible offal (Other/fresh of chilled),미양허,미양허,미양허,14.4,미양허,1.1,0,0,0,0,18,18,2.4,14.4,3.6,6,3.6,5.4,3.6,3.6,7.2,1.1,0,8.6,10.8,7.2,9,9,9,9,9,10.6,16.2
102,0206.90.0000,식용설육(기타/냉동),Edible offal (Other/frozen),0,미양허,미양허,14.4,미양허,1.1,0,0,0,0,18,3.6,2.4,14.4,3.6,6,8.4,9.6,8.4,8.4,10.8,1.1,0,8.6,10.8,7.2,9,9,9,9,9,10.6,16.2
103,0207.11.0000,절단하지 않은 육(신선한 것이나 냉장한 것으로 한정한다),"Not cut in pieces, fresh or chilled",0,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,5,14.4,18,,미양허,미양허,미양허,미양허,미양허,0,0,14.4,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,18
104,0207.12.0000,절단하지 않은 육(냉동한 것으로 한정한다),"Not cut in pieces, frozen ",0,미양허,미양허,16,미양허,,,0,,1.6,20,,5.5,16,20,20,미양허,미양허,미양허,미양허,미양허,,,,20,16,미양허,미양허,미양허,미양허,미양허,미양허,20
105,0207.13.1000,절단육,Cuts,0,미양허,미양허,미양허,미양허,0,0,0,0,5.6,18,0,5,18,18,18,미양허,미양허,미양허,미양허,미양허,0,0,미양허,18,18,미양허,미양허,미양허,미양허,미양허,미양허,18
106,0207.13.2010,닭간-갈루스 도메스티쿠스종에 한함-(냉장),Offal of fowls of the species Gallusdomesticus (Liver/fresh or chilled),0,미양허,미양허,18,미양허,0,0,0,0,7,22.5,0,6.2,18,22.5,22.5,미양허,미양허,미양허,미양허,미양허,0,0,18,22.5,18,미양허,미양허,미양허,미양허,미양허,미양허,22.5
107,0207.13.2090,닭기타 설육-갈루스 도메스티쿠스종에 한함-(냉장),Offal of fowls of the species Gallusdomesticus (Other offal/fresh or chilled),0,미양허,미양허,미양허,미양허,0,0,0,0,8.4,27,0,7.5,27,27,27,미양허,미양허,미양허,미양허,미양허,0,0,미양허,27,27,미양허,미양허,미양허,미양허,미양허,미양허,27
108,0207.14.1010,닭다리-갈루스 도메스티쿠스종에 한함-(냉동),Meat of fowls of the species Gallus domesticus (Leg/frozen),"0(*2,000M/T) TRQ",미양허,미양허,미양허,미양허,0,0,0,0,1.6,20,20,20,20,20,20,미양허,미양허,미양허,미양허,미양허,0,0,미양허,20,20,미양허,미양허,미양허,미양허,미양허,미양허,20
109,0207.14.1020,닭가슴-갈루스 도메스티쿠스종에 한함-(냉동),Meat of fowls of the species Gallusdomesticus (Breast/frozen),"0(*2,000M/T) TRQ",미양허,미양허,미양허,미양허,0,0,0,0,3,20,20,5.5,20,20,20,미양허,미양허,미양허,미양허,미양허,0,0,미양허,20,20,미양허,미양허,미양허,미양허,미양허,미양허,20
110,0207.14.1030,닭날개-갈루스 도메스티쿠스종에 한함-(냉동),Meat of fowls of the species Gallusdomesticus (Wing/frozen),"0(*2,000M/T) TRQ",미양허,미양허,미양허,미양허,0,0,0,0,3,20,20,5.5,20,20,20,미양허,미양허,미양허,미양허,미양허,0,0,미양허,20,20,미양허,미양허,미양허,미양허,미양허,미양허,20
111,0207.14.1090,닭기타 절단육-갈루스 도메스티쿠스종에 한함-(냉동),Meat of fowls of the species Gallusdomesticus (Other/frozen),"0(*2,000M/T) TRQ",미양허,미양허,미양허,미양허,0,0,0,0,1.6,20,20,5.5,20,20,20,미양허,미양허,미양허,미양허,미양허,0,0,미양허,20,20,미양허,미양허,미양허,미양허,미양허,미양허,20
112,0207.14.2010,닭간-갈루스 도메스티쿠스종에 한함-(냉동),Offal of fowls of the species Gallusdomesticus (Liver/frozen),"0(*2,000M/T) TRQ",미양허,미양허,5,미양허,0,0,0,0,0,22.5,22.5,6.2,0,22.5,7.5,미양허,미양허,미양허,미양허,미양허,0,0,5,22.5,5,22.5,22.5,미양허,미양허,22.5,미양허,22.5
113,0207.14.2090,닭기타 설육-갈루스 도메스티쿠스종에 한함-(냉동),Offal of fowls of the species Gallusdomesticus (Other/frozen),"0(*2,000M/T) TRQ",미양허,미양허,5,미양허,0,0,0,0,2.2,27,27,7.5,0,27,27,미양허,미양허,미양허,미양허,미양허,0,0,5,27,5,미양허,미양허,미양허,미양허,미양허,미양허,27
114,0207.24.0000,칠면조(미절단/냉장),Meat of turkeys (Not cut/fresh or chilled),0,0,미양허(IS 16.2),0,0,0,0,0,0,0,18,0,0,0,7.2,0,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,12,12,12,12,12,0,16.2
115,0207.25.0000,칠면조(미절단/냉동),Meat of turkeys (Not cut/frozen),0,0,미양허(IS 16.2),0,9,0,0,0,0,0,18,0,0,0,7.2,0,0,0,0,0,2.5,0,0,0,7.7,0,12,12,미양허,12,12,0,16.2
116,0207.26.1000,칠면조(절단/냉장),Meat of turkeys (Cuts/fresh or chilled),0,0,미양허(IS 16.2),0,0,0,0,0,0,0,18,0,0,0,7.2,0,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,12,12,12,12,12,0,16.2
117,0207.26.2010,칠면조 간(냉장),Offal of turkeys (Liver/fresh or chilled),0,0,미양허(IS 20.3),0,0,0,0,0,0,0,22.5,0,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,15,15,15,0,20.2
118,0207.26.2090,칠면조 기타 설육(냉장),Offal of turkeys (Other/fresh or chilled),0,0,미양허(IS 24.3),0,0,0,0,0,0,0,27,0,3.6,0,10.8,5.4,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,18,18,18,18,18,0,24.3
119,0207.27.1000,칠면조(절단/냉동),Meat of turkeys (Cuts/frozen),0,0,미양허(IS 16.2),0,9,0,0,0,0,0,18,0,5,0,7.2,3.6,0,0,0,0,2.5,0,0,0,7.7,0,12,12,미양허,12,12,0,16.2
120,0207.27.2010,칠면조 간(냉동),Offal of turkeys (Liver/frozen),0,0,미양허(IS 20.3),0,0,0,0,0,0,0,22.5,0,0,0,9,0,0,0,0,0,3.2,0,0,0,9.6,0,15,15,15,15,15,0,20.2
121,0207.27.2090,칠면조 기타 설육(냉동),Offal of turkeys (Other/frozen),0,0,미양허(IS 24.3),0,13.5,0,0,0,0,0,27,0,3.6,0,10.8,5.4,0,0,0,0,3.8,0,0,0,11.5,0,18,18,미양허,18,18,0,24.3
122,0207.41.0000,오리 고기(미절단/신선 또는 냉장),Meat of ducks (Not cut/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,18,3.6,미양허,미양허,미양허,미양허,미양허,0,0,14.4,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,18
123,0207.42.0000,오리 고기(미절단/냉동),Meat of ducks (Not cut/frozen),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,18,5,14.4,18,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,18
124,0207.43.0000,오리 지방간(신선 또는 냉장),Meat of ducks (Fatty livers/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,7,22.5,0,3,0,22.5,4.5,미양허,미양허,미양허,미양허,미양허,0,0,0,22.5,0,21.1,21.1,미양허,미양허,21.1,0,22.5
125,0207.44.1000,오리 기타(신선 또는 냉장/절단육),Meat of ducks (Cuts/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,18,3.6,미양허,미양허,미양허,미양허,미양허,0,0,14.4,18,14.4,미양허,미양허,미양허,미양허,미양허,미양허,18
126,0207.44.2010,오리 설육(신선 또는 냉장/간),Offal of ducks (Liver/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,7,22.5,0,3,0,22.5,4.5,미양허,미양허,미양허,미양허,미양허,0,0,0,22.5,0,21.1,21.1,미양허,미양허,21.1,0,22.5
127,0207.44.2090,오리 설육(신선 또는 냉장/기타),Offal of ducks (Other/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,0,3.6,0,27,5.4,미양허,미양허,미양허,미양허,미양허,0,0,0,27,0,25.3,25.3,미양허,미양허,25.3,0,27
128,0207.45.1000,오리 기타(냉동/절단육),Meat of ducks (Cuts/frozen),미양허,미양허,미양허,미양허,미양허,0,0,0,0,1.5,18,18,5,18,18,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,18,18,미양허,미양허,미양허,미양허,미양허,미양허,18
129,0207.45.2010,오리 설육(냉동/간),Offal of ducks (Liver/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,0,22.5,22.5,3,0,22.5,4.5,미양허,미양허,미양허,미양허,미양허,0,0,0,22.5,0,21.1,21.1,미양허,미양허,21.1,0,22.5
130,0207.45.2090,오리 설육(냉동/기타),Offal of ducks (Other/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,27,3.6,0,27,5.4,미양허,미양허,미양허,미양허,미양허,0,0,0,27,0,25.3,25.3,미양허,미양허,25.3,0,27
131,0207.51.0000,거위 고기(미절단/신선 또는 냉장),Meat of geese (Not cut/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,7.2,3.6,3.6,5.4,3.6,3.6,7.2,0,0,미양허,10.8,9.6,12,12,미양허,12,12,12.5,16.2
132,0207.52.0000,거위 고기(미절단/냉동),Meat of geese (Not cut/frozen),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,18,5,14.4,7.2,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,18,9.6,12,12,미양허,12,12,12.5,18
133,0207.53.0000,거위 고기(신선 또는 냉장/지방간),Meat of geese (Fatty livers/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,7,22.5,0,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,미양허,15,15,0,20.2
134,0207.54.1000,거위 기타(신선 또는 냉장/절단육),Meat of geese (Cuts/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,7.2,3.6,3.6,5.4,3.6,3.6,7.2,0,0,미양허,10.8,9.6,12,12,미양허,12,12,12.5,16.2
135,0207.54.2010,거위 설육(신선 또는 냉장/간),Offal of geese (Liver/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,7,22.5,0,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,미양허,15,15,0,20.2
136,0207.54.2090,거위 설육(신선 또는 냉장/기타),Offal of geese (Other/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,0,3.6,0,10.8,5.4,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,18,18,미양허,18,18,0,24.3
137,0207.55.1000,거위 기타(냉동/절단육),Meat of geese (Cuts/frozen),미양허,미양허,미양허,미양허,미양허,0,0,0,0,1.5,18,18,5,18,7.2,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,10.8,12,13.5,13.5,미양허,13.5,13.5,미양허,16.2
138,0207.55.2010,거위 설육(냉동/간),Offal of geese (Liver/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,0,22.5,22.5,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,미양허,15,15,0,20.2
139,0207.55.2090,거위 설육(냉동/기타),Offal of geese (Other/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,27,3.6,0,10.8,5.4,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,18,18,미양허,18,18,0,24.3
140,0207.60.1000,기니아새 고기(미절단/신선 또는 냉장),Meat of guinea fowls (Not cut/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,7.2,3.6,3.6,5.4,3.6,3.6,7.2,0,0,미양허,10.8,9.6,12,12,미양허,12,12,12.5,16.2
141,0207.60.2000,기니아새 고기(미절단/냉동),Meat of guinea fowls (Not cut/frozen),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,18,5,14.4,7.2,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,18,9.6,12,12,미양허,12,12,12.5,18
142,0207.60.3100,기니아새 기타(신선 또는 냉장/절단육),Meat of guinea fowls (Cuts/fresh or chilled),미양허,미양허,미양허,14.4,미양허,0,0,0,0,5.6,18,0,2.4,14.4,7.2,3.6,3.6,5.4,3.6,3.6,7.2,0,0,미양허,10.8,9.6,12,12,미양허,12,12,12.5,16.2
143,0207.60.3210,기니아새 설육(신선 또는 냉장/간),Offal of guinea fowls (Liver/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,7,22.5,0,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,미양허,15,15,0,20.2
144,0207.60.3290,기니아새 설육(신선 또는 냉장/기타),Offal of guinea fowls (Other/fresh or chilled),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,0,3.6,0,10.8,5.4,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,18,18,미양허,18,18,0,24.3
145,0207.60.4100,기니아새 기타(냉동/절단육),Meat of guinea fowls (Cuts/frozen),미양허,미양허,미양허,미양허,미양허,0,0,0,0,1.5,18,18,5,18,7.2,6,미양허,미양허,미양허,미양허,미양허,0,0,미양허,10.8,12,13.5,13.5,미양허,13.5,13.5,미양허,16.2
146,0207.60.4210,기니아새 설육(냉동/간),Offal of guinea fowls (Liver/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,0,22.5,22.5,3,0,9,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,15,15,미양허,15,15,0,20.2
147,0207.60.4290,기니아새 설육(냉동/기타),Offal of guinea fowls (Other/frozen),미양허,미양허,미양허,0,미양허,0,0,0,0,8.4,27,27,3.6,0,10.8,5.4,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,18,18,미양허,18,18,0,24.3
148,0208.10.0000,토끼 고기(육과 식용설육/냉장냉동),Meat and offal of Rabbits or hares,0,0,미양허(IS 20.3),0,0,0,0,0,0,0,22.5,0,3,0,22.5,4.5,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,21.1,21.1,미양허,미양허,21.1,0,20.2
149,0208.30.0000,영장류의 것(육과 식용설육/냉장냉동),Meat and offal of Primates,미양허,0,미양허(IS 16.2),0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,9,9,9,9,9,0,14.4
150,0208.50.0000,"파충류의 것-뱀, 거북 포함(육과 식용설육/냉장냉동)",Meat and offal of reptiles (Including snakes and turtles),미양허,0,미양허(IS 16.2),0,0,0,0,0,0,0,0,0,0,0,3.6,0,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,9,9,9,9,9,0,0
151,0208.60.0000,낙타 고기(육과 식용설육/냉장냉동),Meat and offal of camels and other camelids (Camelidae),미양허,0,미양허(IS 16.2),0,0,0,0,0,0,0,18,0,2.4,0,3.6,3.6,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,9,9,9,9,9,0,16.2
152,0208.90.1000,사슴고기(기타 육과 식용설육),Meat and offal of Deer,미양허,0,미양허(IS 24.3),0,0,0,0,0,0,0,0,0,0,0,27,0,5.4,8.1,5.4,5.4,10.8,0,0,0,16.2,0,25.3,25.3,미양허,미양허,25.3,0,24.3
153,0208.90.9090,육 식용 설육기타(해양동물의 것 제외),Meat and offal of Other,미양허,0,미양허(IS 16.2),0,0,0,0,0,0,0,18,0,2.4,0,3.6,3.6,3.6,5.4,3.6,3.6,7.2,0,0,0,10.8,0,9,9,9,9,9,0,16.2
154,0209.10.0000,돼지 비계,Pig fat,0,0,0(CH 미양허),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
155,0209.90.0000,기타,Other,0,0,0(CH 미양허),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,0210.11.0000,"돼지고기 식용설육(넓적다리살, 어깨살과 이들을 절단한 것/뼈있는 것)","Meat of swine (Hams, shoulders and cuts thereof/with bone in/salted, in brine, dried or smoked)",미양허,미양허,미양허,20,미양허,0,0,0,0,25,25,0,0,20,25,0,미양허,미양허,미양허,미양허,미양허,0,0,미양허,25,20,미양허,미양허,미양허,미양허,미양허,미양허,25
157,0210.12.0000,돼지고기 식용설육(복부살과 이를 절단한 것),"Meat of swine (Bellies-streaky-and cuts thereof/salted, in brine, dried or smoked)",0,미양허,미양허,24,미양허,0,0,0,0,30,NS,0,0,24,30,10,15,16.8,15,15,18.7,0,0,미양허,30,24,미양허,미양허,미양허,미양허,미양허,미양허,30
158,0210.19.0000,돼지고기 식용설육(기타),"Meat and offal of swine (Other/salted, in brine, dried or smoked)",미양허,미양허,미양허,20,미양허,0,0,0,0,25,25,0,0,20,25,8.3,12.5,14,12.5,12.5,15.6,0,0,미양허,25,20,미양허,미양허,미양허,미양허,미양허,미양허,25
159,0210.20.1000,쇠고기(육과 식용설육/건조/훈제),Meat of bovine (Dried and smoked),미양허,미양허,미양허,5,미양허,1.6,0,27,0,27,27,27,3.6,0,27,5.4,미양허,미양허,미양허,미양허,미양허,1.6,0,5,27,0,27,27,미양허,미양허,27,미양허,27
160,0210.20.9000,쇠고기(육과 식용설육/기타),Meat of bovine (Other),미양허,미양허,미양허,0,미양허,1.6,0,27,0,27,27,27,3.6,0,27,5.4,미양허,미양허,미양허,미양허,미양허,1.6,0,0,27,0,25.3,25.3,미양허,미양허,25.3,0,27
161,0210.91.0000,영장류의 것(육과 식용설육/염장훈제),Edible flours and meals of meat or meat offal of Primates,0,0,15.8(CH 미양허),0,0,0,0,0,0,0,0,0,0,0,4.5,0,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,11.3,11.3,11.3,11.3,11.3,0,20.2
162,0210.93.0000,파충류의 것(뱀과 거북을 포함한다)(육과 식용설육/염장훈제),Edible flours and meals of meat or meat offal of Reptiles,0,0,미양허(IS 15.8),0,0,0,0,0,0,0,0,0,0,0,0,0,4.5,6.7,4.5,4.5,9,0,0,0,13.5,0,11.3,11.3,11.3,11.3,11.3,0,20.2
163,0210.99.1010,소(육 또는 식용설육/분·조분),Edible flours and meals of meat or meat offal of Bovine animals,0,미양허,미양허,0,미양허,1.4,0,0,0,7,22.5,22.5,3,0,22.5,4.5,미양허,미양허,미양허,미양허,미양허,1.4,0,0,22.5,0,21.1,21.1,미양허,미양허,21.1,0,22.5
164,0210.99.1090,육 또는 식용설육(기타/분·조분/소의 것 제외),Edible flours and meals of meat or meat offal of Other,0,0,,,미양허,0,0,,0,,22.5,,,0,22.5,,,,,,,0,0,,,,,,미양허,미양허,,,
165,0210.99.9020,가금류(육 또는 식용설육/분·조분),Other of Poultry,0,미양허,미양허,0,11.3,0,0,0,0,0,22.5,0,0,0,22.5,4.5,7.5,9.3,7.5,7.5,11.2,0,0,0,13.5,0,21.1,21.1,미양허,미양허,21.1,0,20.2
166,0210.99.9090,기타 고기(육 또는 식용설육/분·조분/가금류의 것 제외),Other,0,0,15.8,0,0,0,0,0,0,0,22.5,0,0,0,,4.5,7.5,9.3,7.5,7.5,11.2,0,0,0,13.5,0,,,,,,0,
167,0401.10.0000,밀크와 크림(미농축/미첨가/지방분이 전중량의 100분의 1 이하),"Milk and cream (Not concentrated nor added sweet/a fat content, by weight, not exceeding 1%)",미양허,미양허,미양허,28.8,미양허,2.2,0,36,0,36,36,36,12.6,28.8,36,14.4,미양허,미양허,미양허,미양허,미양허,2.2,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,36
168,0401.20.0000,밀크와 크림(미농축/미첨가/지방분이 전중량의 100분의 1을 초과하고 100분의 6 이하),"Milk and cream (Not concentrated nor added sweet/a fat content, by weight, exceeding 1% but not exceeding 6%)",미양허,미양허,미양허,28.8,미양허,2.2,0,36,0,36,36,36,12.6,28.8,36,14.4,미양허,미양허,미양허,미양허,미양허,2.2,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,32.4
169,0401.40.1000,냉동크림(미농축/미첨가/지방분이 전중량의 100분의 6을 초과하고 100분의 10 이하),Frozen cream (Not concentrated nor added sweet/a fat content exceeding 6% but not exceeding 10%),미양허,미양허,미양허,28.8,미양허,0,0,0,0,11.2,36,36,0,28.8,36,2.7,미양허,미양허,미양허,미양허,미양허,0,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,36
170,0401.40.9000,기타(미농축/미첨가/지방분이 전중량의 100분의 6을 초과하고 100분의 10 이하),Other (Not concentrated nor added sweet/a fat content exceeding 6% but not exceeding 10%),미양허,미양허,미양허,28.8,미양허,0,0,0,0,11.2,36,36,8.4,28.8,36,10.5,미양허,미양허,미양허,미양허,미양허,0,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,36
171,0401.50.1000,냉동크림(미농축/미첨가/지방분이 전중량의 100분의 10을 초과),Frozen cream (Not concentrated nor added sweet/a fat content exceeding 10%),미양허,미양허,미양허,28.8,미양허,0,0,0,0,11.2,36,36,0,28.8,36,2.7,미양허,미양허,미양허,미양허,미양허,0,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,36
172,0401.50.9000,기타(미농축/미첨가/지방분이 전중량의 100분의 10을 초과),Other (Not concentrated nor added sweet/a fat content exceeding 10%),미양허,미양허,미양허,28.8,미양허,0,0,0,0,11.2,36,36,8.4,28.8,36,10.5,미양허,미양허,미양허,미양허,미양허,0,0,미양허,36,28.8,미양허,미양허,미양허,미양허,미양허,미양허,36
173,0402.10.1010,"탈지분유(설탕·감미료 미첨가, 지방분이 전중량의 1.5% 이하)",Skim milk powder (Not added sweet/a fat content not exceeding 1.5%),미양허,미양허,미양허,140.8,미양허,"0/176(*1,425M/T) TRQ","0/176(*1,468M/T) TRQ",176,"0/176(*7,343M/T ) TRQ",0/176(*100M/T) TRQ,176,176,176,140.8,176,"0/176(*1,957M/T) TRQ",미양허,미양허,미양허,미양허,미양허,176,176,미양허,176,140.8,미양허,미양허,미양허,미양허,미양허,미양허,176
174,0402.10.1090,"분유기타(설탕·감미료 미첨가, 지방분이 전중량의 1.5% 이하)",Other milk powder (Not added sweets/a fat content not exceeding 1.5%),미양허,미양허,미양허,140.8,미양허,"0/176(*1,425M/T) TRQ","0/176(*1,468M/T) TRQ",176,"0/176(*7,343M/T ) TRQ",0/176(*100M/T) TRQ,176,176,176,140.8,176,"0/176(*1,957M/T) TRQ",미양허,미양허,미양허,미양허,미양허,176,176,미양허,176,140.8,미양허,미양허,미양허,미양허,미양허,미양허,176
175,0402.10.9000,"분유기타(설탕·감미료 첨가, 지방분이 전중량의 1.5% 이하)",Other milk powder (Other/a fat content not exceeding 1.5%),미양허,미양허,미양허,140.8,미양허,"0/176(*1,425M/T) TRQ","0/176(*1,468M/T) TRQ",176,"0/176(*7,343M/T ) TRQ",0/176(*100M/T) TRQ,176,176,176,140.8,176,"0/176(*1,957M/T) TRQ",미양허,미양허,미양허,미양허,미양허,176,176,미양허,176,140.8,미양허,미양허,미양허,미양허,미양허,미양허,176
176,0402.21.1000,"전지분유(설탕·감미료 미첨가, 지방분이 전중량의 1.5% 초과)",Whole milk powder (Not added sweet/a fat content exceeding 1.5%),미양허,미양허,미양허,140.8,미양허,"0/176(*1,425M/T) TRQ","0/176(*1,468M/T) TRQ",176,"0/176(*7,343M/T ) TRQ",0/176(*100M/T) TRQ,176,176,176,140.8,176,"0/176(*1,957M/T) TRQ",미양허,미양허,미양허,미양허,미양허,176,176,미양허,176,140.8,미양허,미양허,미양허,미양허,미양허,미양허,176
177,0402.21.9000,"분유기타(설탕·감미료 미첨가, 지방분이 전중량의 1.5% 초과)",Other milk powder (Not added sweets/a fat content exceeding 1.5%),미양허,미양허,미양허,140.8,미양허,"0/176(*1,425M/T) TRQ","0/176(*1,468M/T) TRQ",176,"0/176(*7,343M/T ) TRQ",0/176(*100M/T) TRQ,176,176,176,140.8,176,"0/176(*1,957M/T) TRQ",미양허,미양허,미양허,미양허,미양허,176,176,미양허,176,140.8,미양허,미양허,미양허,미양허,미양허,미양허,176
